Reporting Date,Furnace,cast,coke_rate_day,coke_rate_cum,productivity_day,productivity_cum,sinter_burden_day,sinter_burden_cum,temperature,Charge,Last-Si,Last-Mn,Last-S,PCI_day,PCI_cum,Coke_ratio_day,Coke_ratio_cum,Hot_metal_day,Hot_Metal_cum,Character Field Length = 10,PCI_day,PCI_cum,Sinter_day,sinter_cum,coke_day,coke_cum,nut_coke_day,nut_coke_cum,nut_coke_rate_day,nut_coke_rate_cum,Ironore_day,Ironore_cum,Sulpher_min,Sulpher_max,H2_top,O2,N2,SlagRate,Pellet_day,Pellet_cum,Pellet_rate_day,Pellet_rate_cum,scrap_day,scrap_cum,fuel_rate_day,fuel_rate_cum,o2_enrichment_day,o2_enrichment_cum,temp_day,temp_cum
4/20/2021,V,13,377,434,2.350,1.745,75,67,,,,,,117.70,104.28,,,8156,121123,,960,12631,10526,161814,3078,52626,,,,,3447,79383,,,,,,,,,,,,,,,,,,
4/21/2021,I,8,476,448,1.740,1.527,74,74,1170,158,0.510,0.020,0.048,102.89,90.58,1.57,,2595,47826,,267,4332,3400,57269,1234,21444,,,,,1215,20231,,,,,,,,,,,,,,,,,,
4/21/2021,IV,8,449,486,1.485,1.172,75,73,977,128,0.650,0.020,0.041,73.49,71.00,1.21,,2150,35649,,158,2531,2616,45253,965,17325,,,,,883,16517,,,,,,,,,,,,,,,,,,
4/21/2021,TOT,28,407,444,2.046,1.582,75,70,,410,,,,116.36,96.71,,,13114,212967,,1526,20595,16898,275218,5334,94530,,,,,5557,119590,,,,,,,,,,,,,,,,,,
4/21/2021,V,12,375,431,2.412,1.777,76,68,1150,124,0.600,0.020,0.044,131.56,106.05,1.41,,8369,129492,,1101,13732,10882,172696,3135,55761,,,,,3459,82842,,,,,,,,,,,,,,,,,,
4/22/2021,I,8,430,447,1.794,1.540,75,74,1169,146,,,,103.18,91.25,1.57,,2675,50501,,276,4608,3130,60399,1149,22593,,,,,1050,21281,,,,,,,,,,,,,,,,,,
4/22/2021,IV,8,496,486,1.384,1.182,75,73,976,127,,,,85.83,71.79,1.24,,2004,37653,,172,2703,2637,47890,993,18318,,,,,887,17404,,,,,,,,,,,,,,,,,,
4/22/2021,TOT,30,412,442,2.014,1.602,76,70,,397,,,,122.42,98.17,,,12906,225873,,1580,22175,16850,292068,5319,99849,,,,,5232,124822,,,,,,,,,,,,,,,,,,
4/22/2021,V,14,386,428,2.371,1.804,77,68,1150,124,,,,137.60,107.93,1.47,,8227,137719,,1132,14864,11083,183779,3177,58938,,,,,3295,86137,,,,,,,,,,,,,,,,,,
4/23/2021,I,8,445,447,1.911,1.556,75,74,1150,159,0.940,0.040,0.027,82.49,90.78,1.54,,2849,53350,,235,4843,3423,63822,1269,23862,,,,,1134,22415,0.027,0.064,,,,,,,,,,,,,,,,
4/23/2021,IV,9,456,485,1.503,1.196,75,73,977,133,0.690,0.030,0.031,80.42,72.26,1.13,,2176,39829,,175,2878,2760,50650,993,19311,,,,,930,18334,0.028,0.035,,,,,,,,,,,,,,,,
4/23/2021,TOT,29,417,441,1.898,1.615,74,70,,402,,,,118.45,99.21,,,12165,238038,,1441,23616,15258,307326,5067,104916,,,,,5438,130260,,,,,,,,,,,,,,,,,,
4/23/2021,V,12,393,426,2.058,1.815,73,68,1140,110,0.670,0.030,0.032,144.40,109.73,1.49,,7140,144859,,1031,15895,9075,192854,2805,61743,,,,,3374,89511,0.021,0.036,,,,,,,,,,,,,,,,
4/24/2021,I,10,431,446,1.856,1.568,75,74,1171,154,,,,95.77,91.02,,,2767,56117,,265,5108,3372,67194,1192,25054,,,,,1112,23527,,,,,,,,,,,,,,,,,,
4/24/2021,IV,7,470,484,1.356,1.203,75,73,1009,122,,,,67.72,72.05,,,1964,41793,,133,3011,2480,53130,924,20235,,,,,834,19168,,,,,,,,,,,,,,,,,,
4/24/2021,TOT,30,396,438,2.104,1.635,75,70,,401,,,,111.75,99.88,,,13485,251523,,1507,25123,16753,324079,5337,110253,,,,,5629,135889,,,,,,,,,,,,,,,,,,
4/24/2021,V,13,368,423,2.523,1.845,75,69,1135,125,,,,126.68,110.69,,,8754,153613,,1109,17004,10901,203755,3221,64964,,,,,3683,93194,,,,,,,,,,,,,,,,,,
4/25/2021,I,10,440,446,1.770,1.576,76,74,,150,,,,96.25,91.26,,,2639,58756,,254,5362,3264,70458,1161,26215,,,,,1044,24571,,,,,,,,,,,,,,,,,,
4/25/2021,IV,8,490,484,1.392,1.210,75,74,,132,,,,85.36,72.66,,,2015,43808,,172,3183,2720,55850,988,21223,,,,,919,20087,,,,,,,,,,,,,,,,,,
4/25/2021,TOT,31,414,437,1.975,1.649,75,71,,405,,,,117.54,100.73,,,12660,264183,,1488,26611,16687,340766,5240,115493,,,,,5483,141372,,,,,,,,,,,,,,,,,,
4/25/2021,V,13,386,421,2.307,1.863,75,69,,123,,,,132.65,111.78,,,8006,161619,,1062,18066,10703,214458,3091,68055,,,,,3520,96714,,,,,,,,,,,,,,,,,,
4/26/2021,I,9,426,445,1.861,1.587,77,74,,157,,,,82.16,90.85,,,2775,61531,,228,5590,3378,73836,1181,27396,,,,,1023,25594,,,,,,,,,,,,,,,,,,
4/26/2021,IV,9,425,482,1.573,1.224,76,74,,131,,,,74.22,72.74,,,2277,46085,,169,3352,2677,58527,968,22191,,,,,836,20923,,,,,,,,,,,,,,,,,,
4/26/2021,TOT,32,391,435,2.131,1.667,77,71,,415,,,,110.47,101.21,,,13660,277843,,1509,28120,17421,358187,5344,120837,,,,,5203,146575,,,,,,,,,,,,,,,,,,
4/26/2021,V,14,371,419,2.481,1.887,77,69,,127,,,,129.18,112.66,,,8608,170227,,1112,19178,11366,225824,3195,71250,,,,,3344,100058,,,,,,,,,,,,,,,,,,
4/27/2021,I,8,421,444,1.869,1.598,76,74,,154,,,,85.43,90.61,,,2786,64317,,238,5828,3330,77166,1172,28568,,,,,1074,26668,,,,,,,,,,,,,,,,,,
4/27/2021,IV,8,474,481,1.394,1.230,74,74,,131,,,,72.31,72.72,,,2019,48104,,146,3498,2690,61217,957,23148,,,,,957,21880,,,,,,,,,,,,,,,,,,
4/27/2021,TOT,29,400,433,2.066,1.682,77,71,,412,,,,117.08,101.93,,,13239,291082,,1550,29670,17489,375676,5291,126128,,,,,5299,151874,,,,,,,,,,,,,,,,,,
4/27/2021,V,13,375,416,2.431,1.907,78,70,,127,,,,138.25,113.87,,,8434,178661,,1166,20344,11469,237293,3162,74412,,,,,3268,103326,,,,,,,,,,,,,,,,,,
4/28/2021,I,7,438,444,1.765,1.604,76,74,,154,,,,95.74,90.82,,,2632,66949,,252,6080,3328,80494,1153,29721,,,,,1075,27743,,,,,,,,,,,,,,,,,,
4/28/2021,IV,8,444,480,1.437,1.238,75,74,,127,,,,76.41,72.87,,,2081,50185,,159,3657,2636,63853,924,24072,,,,,890,22770,,,,,,,,,,,,,,,,,,
4/28/2021,TOT,26,393,432,2.019,1.694,76,71,,402,,,,116.92,102.57,,,12940,304022,,1513,31183,16680,392356,5088,131216,,,,,5176,157050,,,,,,,,,,,,,,,,,,
4/28/2021,V,11,366,414,2.371,1.924,77,70,,121,,,,133.95,114.75,,,8227,186888,,1102,21446,10716,248009,3011,77423,,,,,3211,106537,,,,,,,,,,,,,,,,,,
4/29/2021,I,8,430,443,1.827,1.611,75,74,,159,,,,87.37,90.68,,,2724,69673,,238,6318,3413,83907,1171,30892,,,,,1108,28851,,,,,,,,,,,,,,,,,,
4/29/2021,IV,9,484,480,1.365,1.242,75,74,,131,,,,84.01,73.29,,,1976,52161,,166,3823,2678,66531,956,25028,,,,,906,23676,,,,,,,,,,,,,,,,,,
4/29/2021,TOT,30,402,430,2.043,1.706,76,72,,416,,,,116.61,103.15,,,13095,317117,,1527,32710,17263,409619,5268,136484,,,,,5454,162504,,,,,,,,,,,,,,,,,,
4/29/2021,V,13,374,413,2.419,1.941,76,70,,126,,,,133.77,115.57,,,8395,195283,,1123,22569,11172,259181,3141,80564,,,,,3440,109977,,,,,,,,,,,,,,,,,,
4/30/2021,I,8,408,442,1.832,1.619,76,74,,151,,,,92.27,90.74,1.63,,2731,72404,,252,6570,3253,87160,1113,32005,,,,,1053,29904,,,,,,,,,,,,,,,,,,
4/30/2021,IV,9,466,479,1.355,1.246,75,74,,126,,,,85.12,73.72,1.20,,1962,54123,,167,3990,2620,69151,915,25943,,,,,882,24558,,,,,,,,,,,,,,,,,,
4/30/2021,TOT,30,398,429,2.049,1.718,75,72,,406,,,,119.22,103.79,,,13135,330252,,1566,34276,17090,426709,5224,141708,,,,,5592,168096,,,,,,,,,,,,,,,,,,
4/30/2021,V,13,379,411,2.433,1.957,75,70,,129,,,,135.87,116.41,1.52,,8442,203725,,1147,23716,11217,270398,3196,83760,,,,,3657,113634,,,,,,,,,,,,,,,,,,
5/1/2021,I,8,448,448,1.728,1.728,76,76,1148,158,,,,98.21,98.21,,,2576,2576,,253,253,3438,3438,1153,1153,,,,,1109,1109,,,,,,,,,,,,,,,,,,
5/1/2021,IV,9,432,432,1.474,1.474,75,75,978,127,,,,77.79,77.79,,,2134,2134,,166,166,2616,2616,922,922,,,,,879,879,,,,,,,,,,,,,,,,,,
5/1/2021,TOT,29,400,400,1.908,1.908,76,76,,397,,,,120.80,120.80,,,12227,12227,,1477,1477,16039,16039,4893,4893,,,,,5005,5005,,,,,,,,,,,,,,,,,,
5/1/2021,V,12,375,375,2.166,2.166,77,77,1156,112,,,,140.75,140.75,,,7517,7517,,1058,1058,9985,9985,2818,2818,,,,,3017,3017,,,,,,,,,,,,,,,,,,
5/2/2021,I,7,446,447,1.731,1.729,76,76,,,,,,102.67,100.45,,,2581,5157,,265,518,3327,6765,1150,2303,,,,,1044,2153,,,,,,,,,,,,,,,,,,
5/2/2021,IV,8,502,464,1.232,1.353,75,75,,,,,,90.25,83.46,,,1784,3918,,161,327,2478,5094,895,1817,,,,,826,1705,,,,,,,,,,,,,,,,,,
5/2/2021,TOT,26,408,404,1.848,1.878,78,77,,,,,,122.20,121.49,,,11841,24068,,1447,2924,15710,31749,4830,9723,,,,,4440,9445,,,,,,,,,,,,,,,,,,
5/2/2021,V,11,373,374,2.154,2.160,79,78,,,,,,136.57,138.66,,,7476,14993,,1021,2079,9905,19890,2785,5603,,,,,2570,5587,,,,,,,,,,,,,,,,,,
5/3/2021,I,8,398,429,1.936,1.798,76,76,,153,,,,90.06,96.72,,,2887,8044,,260,778,3359,10124,1149,3452,,,,,1040,3193,0.042,0.050,,,,,,,,,,,,,,,,
5/3/2021,IV,8,503,476,1.281,1.329,74,75,,111,,,,65.77,77.78,,,1855,5773,,122,449,2253,7347,933,2750,,,,,801,2506,0.034,0.040,,,,,,,,,,,,,,,,
5/3/2021,TOT,27,397,402,1.842,1.866,80,78,,368,,,,113.18,118.76,,,11804,35872,,1336,4260,14679,46428,4686,14409,,,,,3569,13014,,,,,,,,,,,,,,,,,,
5/3/2021,V,11,369,372,2.035,2.119,84,80,,104,,,,135.09,137.52,,,7062,22055,,954,3033,9067,28957,2604,8207,,,,,1728,7315,0.024,0.036,,,,,,,,,,,,,,,,
5/4/2021,I,9,417,426,2.031,1.856,77,76,1143,165,,,,93.46,95.83,,,3028,11072,,283,1061,3675,13799,1263,4715,,,,,1120,4313,,,,,,,,,,,,,,,,,,
5/4/2021,IV,4,510,480,0.440,1.107,73,74,956,41,,,,64.36,76.44,,,637,6410,,41,490,821,8168,325,3075,,,,,297,2803,,,,,,,,,,,,,,,,,,
5/4/2021,TOT,27,375,395,1.908,1.876,,,,328,,,,112.94,117.28,,,12228,48100,,1381,5641,,,4580,18989,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2021,V,14,349,366,2.468,2.206,84,81,1139,122,,,,123.44,133.58,,,8563,30618,,1057,4090,10623,39580,2992,11199,,,,,2035,9350,,,,,,,,,,,,,,,,,,
5/5/2021,I,9,437,428,1.638,1.813,76,76,1146,139,,,,96.23,95.90,,,2442,13514,,235,1296,3106,16905,1068,5783,,,,,966,5279,,,,,,,,,,,,,,,,,,
5/5/2021,IV,9,476,479,1.604,1.206,75,75,973,148,,,,46.51,68.48,,,2322,8732,,108,598,3051,11219,1106,4181,,,,,1026,3829,,,,,,,,,,,,,,,,,,
5/5/2021,TOT,31,402,396,2.010,1.903,,,,410,,,,108.99,115.53,,,12882,60982,,1404,7045,,,5173,24162,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2021,V,13,369,367,2.339,2.233,84,82,1135,123,,,,130.70,132.98,,,8118,38736,,1061,5151,10713,50293,2999,14198,,,,,2049,11399,,,,,,,,,,,,,,,,,,
5/6/2021,I,6,414,426,1.665,1.788,77,76,1164,136,,,,82.59,93.84,,,2482,15996,,205,1501,3039,19944,1027,6810,,,,,905,6184,,,,,,,,,,,,,,,,,,
5/6/2021,IV,8,464,476,1.351,1.230,76,75,984,123,,,,82.82,71.11,,,1956,10688,,162,760,2553,13772,907,5088,,,,,815,4644,,,,,,,,,,,,,,,,,,
5/6/2021,TOT,24,403,397,1.721,1.873,,,,360,,,,118.38,115.96,,,11032,72014,,1306,8351,,,4449,28611,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2021,V,10,381,369,1.900,2.177,84,82,1126,101,,,,142.40,134.35,,,6594,45330,,939,6090,8773,59066,2515,16713,,,,,1734,13133,,,,,,,,,,,,,,,,,,
5/7/2021,I,6,450,429,1.557,1.755,77,76,,135,,,,92.20,93.63,,,2321,18317,,214,1715,3019,22963,1044,7854,,,,,899,7083,,,,,,,,,,,,,,,,,,
5/7/2021,IV,9,449,472,1.443,1.261,76,75,,128,,,,82.81,73.02,,,2089,12777,,173,933,2615,16387,939,6027,,,,,840,5484,,,,,,,,,,,,,,,,,,
5/7/2021,TOT,24,398,397,1.757,1.856,,,,361,,,,114.63,115.78,,,11262,83276,,1291,9642,,,4485,33096,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2021,V,9,365,368,1.975,2.148,82,82,,98,,,,131.93,134.03,,,6852,52182,,904,6994,8264,67330,2502,19215,,,,,1791,14924,,,,,,,,,,,,,,,,,,
5/8/2021,I,8,458,432,1.747,1.754,77,76,,151,0.840,0.060,0.042,101.34,94.59,,,2605,20922,,264,1979,3376,26339,1193,9047,,,,,1026,8109,0.038,0.050,,,,,,,,,,,,,,,,
5/8/2021,IV,9,424,464,1.684,1.314,75,75,,136,0.820,0.500,0.041,69.70,72.49,,,2439,15216,,170,1103,2844,19231,1034,7061,,,,,958,6442,0.036,0.053,,,,,,,,,,,,,,,,
5/8/2021,TOT,29,404,398,1.968,1.870,,,,402,,,,116.37,115.86,,,12615,95891,,1468,11110,,,5097,38193,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2021,V,12,379,370,2.182,2.152,75,81,,115,0.530,0.040,0.038,136.57,134.35,,,7571,59753,,1034,8028,9899,77229,2870,22085,,,,,3356,18280,0.024,0.038,,,,,,,,,,,,,,,,
5/9/2021,I,9,431,432,1.885,1.769,76,76,1156,160,,,,104.23,95.73,,,2811,23733,,293,2272,3578,29917,1211,10258,,,,,1113,9222,,,,,,,,,,,,,,,,,,
5/9/2021,IV,7,513,470,1.359,1.319,75,75,1007,136,,,,84.86,73.91,,,1968,17184,,167,1270,2810,22041,1009,8070,,,,,946,7388,,,,,,,,,,,,,,,,,,
5/9/2021,TOT,26,417,400,1.825,1.865,,,,402,,,,122.85,116.62,,,11697,107588,,1437,12547,,,4876,43069,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2021,V,10,384,371,1.994,2.135,74,80,1137,106,,,,141.23,135.07,,,6918,66671,,977,9005,9135,86364,2656,24741,,,,,3153,21433,,,,,,,,,,,,,,,,,,
5/10/2021,I,7,427,432,1.689,1.761,76,76,1167,136,0.840,0.060,0.035,102.07,96.34,1.54,,2518,26251,,257,2529,3040,32957,1075,11333,,,,,947,10169,0.032,0.048,,,,,,,,,,,,,,,,
5/10/2021,IV,6,498,473,1.355,1.322,74,75,1007,125,0.600,0.040,0.039,130.99,79.76,1.31,,1962,19146,,257,1527,2538,24579,977,9047,,,,,875,8263,0.032,0.040,,,,,,,,,,,,,,,,
5/10/2021,TOT,22,421,402,1.707,1.849,,,,361,,,,139.55,118.74,,,10942,118530,,1527,14074,,,4608,47677,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2021,V,9,396,373,1.862,2.108,74,80,1138,100,0.660,0.040,0.039,156.76,136.98,1.60,,6462,73133,,1013,10018,8512,94876,2556,27297,,,,,2946,24379,0.028,0.040,,,,,,,,,,,,,,,,
5/11/2021,I,9,438,432,1.848,1.769,77,76,1169,157,0.520,0.060,0.042,102.36,96.91,1.75,,2755,29006,,282,2811,3510,36467,1208,12541,,,,,1049,11218,0.037,0.049,,,,,,,,,,,,,,,,
5/11/2021,IV,5,552,476,0.683,1.264,75,75,932,74,0.790,0.060,0.036,78.87,79.71,,,989,20135,,78,1605,1510,26089,546,9593,,,,,510,8773,0.035,0.047,,,,,,,,,,,,,,,,
5/11/2021,TOT,27,397,402,1.859,1.850,75,78,,349,,,,115.13,118.41,,,11917,130447,,1372,15446,15197,167609,4732,52409,,,,,4981,47792,,,,,,,,,,,,,,,,,,
5/11/2021,V,13,364,372,2.355,2.130,75,79,1141,118,0.610,0.040,0.032,123.82,135.66,1.60,,8173,81306,,1012,11030,10177,105053,2978,30275,,,,,3422,27801,0.024,0.040,,,,,,,,,,,,,,,,
5/12/2021,I,8,425,432,1.986,1.787,77,77,1164,163,0.730,0.060,0.037,97.94,96.99,1.66,,2961,31971,,290,3101,3650,40117,1258,13799,,,,,1073,12291,0.031,0.048,,,,,,,,,,,,,,,,
5/12/2021,IV,9,425,471,1.674,1.298,76,75,1008,138,0.790,0.060,0.033,70.54,78.73,1.25,,2424,22559,,171,1776,2844,28933,1029,10622,,,,,890,9663,0.032,0.049,,,,,,,,,,,,,,,,
5/12/2021,TOT,28,419,403,1.910,1.857,,,,413,,,,129.91,119.28,,,12239,142822,,1590,17036,,,5129,57538,,,,,,,,,,,,,,,,,,,,,,,,
5/12/2021,V,11,415,375,1.975,2.120,75,79,1152,112,0.780,0.030,0.030,164.72,137.71,1.62,,6854,88292,,1129,12159,9560,114613,2842,33117,,,,,3273,31074,0.030,0.049,,,,,,,,,,,,,,,,
5/13/2021,I,10,451,434,1.948,1.795,77,77,1167,162,0.800,0.060,0.044,102.58,97.68,1.75,,2905,34797,,298,3399,3647,43764,1309,15108,,,,,1088,13379,0.040,0.075,,,,,,,,,,,,,,,,
5/13/2021,IV,7,543,477,1.474,1.312,75,75,992,136,0.570,0.030,0.057,63.23,77.39,1.19,,2135,24694,,135,1911,2827,31760,1159,11781,,,,,940,10603,0.030,0.059,,,,,,,,,,,,,,,,
5/13/2021,TOT,30,407,403,2.068,1.872,,,,413,,,,105.24,118.15,,,13255,155998,,1395,18431,,,5396,62934,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2021,V,13,356,373,2.367,2.139,74,78,1136,115,0.700,0.030,0.040,117.10,135.96,1.54,,8215,96507,,962,13121,9605,124218,2928,36045,,,,,3380,34454,0.025,0.062,,,,,,,,,,,,,,,,
5/14/2021,I,10,448,436,1.820,1.795,78,77,1161,153,0.740,0.050,0.034,106.12,98.43,1.52,,2714,37459,,288,3687,3419,47183,1216,16324,,,,,983,14362,0.029,0.042,,,,,,,,,,,,,,,,
5/14/2021,IV,9,535,482,1.455,1.322,78,75,991,132,0.820,0.070,0.030,47.46,75.03,1.34,,2107,26801,,100,2011,2766,34526,1127,12908,,,,,794,11397,0.030,0.045,,,,,,,,,,,,,,,,
5/14/2021,TOT,31,416,405,2.033,1.883,,,,406,,,,113.74,117.87,,,13030,168947,,1482,19913,,,5414,68348,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2021,V,12,374,374,2.366,2.155,75,78,1149,121,0.800,0.040,0.027,133.27,135.79,1.59,,8209,104687,,1094,14215,10466,134684,3071,39116,,,,,3573,38027,0.027,0.053,,,,,,,,,,,,,,,,
5/15/2021,I,11,437,436,1.725,1.788,77,77,1150,139,0.910,0.060,0.030,94.87,98.30,1.54,,2572,39991,,244,3931,3064,50247,1124,17448,,,,,913,15275,0.028,0.037,,,,,,,,,,,,,,,,
5/15/2021,IV,7,478,481,1.443,1.330,74,75,994,134,0.690,0.050,0.038,59.84,73.93,1.35,,2089,28891,,125,2136,2748,37274,999,13907,,,,,944,12341,0.034,0.041,,,,,,,,,,,,,,,,
5/15/2021,TOT,32,401,404,2.023,1.892,75,77,,394,,,,121.35,118.16,,,12963,181845,,1573,21486,16184,232577,5200,73548,,,,,5386,69172,,,,,,,,,,,,,,,,,,
5/15/2021,V,14,371,374,2.393,2.170,75,78,1150,121,0.600,0.040,0.034,145.03,136.50,1.54,,8302,112963,,1204,15419,10372,145056,3077,42193,,,,,3529,41556,0.032,0.045,,,,,,,,,,,,,,,,
5/16/2021,I,9,436,436,1.801,1.789,77,77,1161,153,0.800,0.060,0.033,96.83,98.21,,,2685,42676,,260,4191,3358,53605,1171,18619,,,,,999,16274,0.032,0.042,,,,,,,,,,,,,,,,
5/16/2021,IV,8,463,480,1.490,1.340,76,75,988,134,0.680,0.050,0.037,75.57,74.05,,,2157,31048,,163,2299,2752,40026,998,14905,,,,,866,13207,0.032,0.040,,,,,,,,,,,,,,,,
5/16/2021,TOT,29,441,407,1.866,1.890,75,77,,404,,,,119.05,118.21,,,11961,193806,,1424,22910,16000,248577,5277,78825,,,,,5218,74390,,,,,,,,,,,,,,,,,,
5/16/2021,V,12,437,377,2.052,2.163,75,78,1150,117,0.650,0.030,0.030,140.61,136.74,,,7119,120082,,1001,16420,9890,154946,3108,45301,,,,,3353,44909,0.023,0.039,,,,,,,,,,,,,,,,
5/17/2021,I,10,456,437,1.789,1.789,75,77,1165,157,0.540,0.050,0.048,102.36,98.45,1.61,,2667,45343,,273,4464,3447,57052,1216,19835,,,,,1161,17435,0.032,0.048,,,,,,,,,,,,,,,,
5/17/2021,IV,9,476,480,1.496,1.349,74,75,996,134,0.780,0.050,0.035,84.03,74.70,1.27,,2166,33214,,182,2481,2720,42746,1032,15937,,,,,960,14167,0.030,0.038,,,,,,,,,,,,,,,,
5/17/2021,TOT,32,442,409,1.807,1.885,75,77,,398,,,,114.35,117.99,,,11578,205384,,1324,24234,14673,263250,5118,83943,,,,,4988,79378,,,,,,,,,,,,,,,,,,
5/17/2021,V,13,426,380,1.944,2.150,75,77,1150,107,0.700,0.030,0.040,128.84,136.32,1.60,,6745,126827,,869,17289,8506,163452,2870,48171,,,,,2867,47776,0.028,0.040,,,,,,,,,,,,,,,,
5/18/2021,I,10,429,437,2.046,1.803,84,77,1166,164,0.820,0.050,0.031,103.28,98.75,1.54,,3050,48393,,315,4779,3584,60636,1308,21143,,,,,693,18128,0.310,0.045,,,,,,,,,,,,,,,,
5/18/2021,IV,8,513,482,1.429,1.354,80,75,962,140,0.800,0.040,0.030,68.15,74.31,1.75,,2069,35283,,141,2622,2785,45531,1062,16999,,,,,700,14867,0.030,0.042,,,,,,,,,,,,,,,,
5/18/2021,TOT,24,478,412,1.439,1.860,69,67,,381,,,,84.12,116.54,,,9225,214609,,776,25010,11739,274989,4405,88348,,,,,5179,136922,,,,,,,,,,,,,,,,,,
5/18/2021,V,6,496,383,1.183,2.096,75,62,1082,77,0.830,0.050,0.022,77.93,134.49,1.50,,4106,130933,,320,17609,5370,168822,2035,50206,,,,,3786,103927,0.022,0.032,,,,,,,,,,,,,,,,
5/19/2021,I,12,390,434,2.247,1.827,74,76,1169,170,0.620,0.040,0.039,91.91,98.31,1.49,,3351,51744,,308,5087,3720,64356,1307,22450,,,,,1305,19923,0.029,0.040,,,,,,,,,,,,,,,,
5/19/2021,IV,9,464,481,1.615,1.367,85,75,946,140,0.670,0.040,0.040,84.26,74.93,1.14,,2338,37621,,197,2819,2811,48342,1086,18085,,,,,510,15748,0.032,0.045,,,,,,,,,,,,,,,,
5/19/2021,TOT,28,450,413,1.509,1.842,77,67,,383,,,,101.20,115.88,,,9674,224283,,979,25989,11569,286558,4349,92697,,,,,3510,141293,,,,,,,,,,,,,,,,,,
5/19/2021,V,7,491,387,1.148,2.046,75,62,1087,73,0.940,0.040,0.027,118.95,134.03,1.39,,3985,134918,,474,18083,5038,173860,1956,52162,,,,,1695,105622,0.027,0.040,,,,,,,,,,,,,,,,
5/20/2021,I,10,443,434,2.079,1.839,87,77,1170,174,0.480,0.040,0.046,107.10,98.81,1.44,,3100,54844,,332,5419,3806,68162,1372,23822,,,,,579,20502,0.028,0.066,,,,,,,,,,,,,,,,
5/20/2021,IV,9,502,482,1.537,1.376,74,75,945,140,0.600,0.040,0.031,96.18,76.12,1.32,,2225,39846,,214,3033,2835,51177,1118,19203,,,,,1021,16769,0.028,0.040,,,,,,,,,,,,,,,,
5/20/2021,TOT,26,467,416,1.494,1.824,78,67,,389,,,,99.83,115.22,,,9576,233859,,956,26945,11942,298500,4476,97173,,,,,3361,144654,,,,,,,,,,,,,,,,,,
5/20/2021,V,7,467,389,1.225,2.005,75,63,1075,75,1.090,0.050,0.032,96.45,132.88,1.57,,4251,139169,,410,18493,5301,179161,1986,54148,,,,,1761,107383,0.025,0.032,,,,,,,,,,,,,,,,
5/21/2021,I,9,412,433,2.119,1.853,88,77,1152,163,0.940,0.070,0.024,107.28,99.27,1.54,,3160,58004,,339,5758,3568,71730,1302,25124,,,,,473,20975,0.023,0.054,,,,,,,,,,,,,,,,
5/21/2021,IV,9,508,483,1.485,1.381,75,75,945,133,0.700,0.050,0.025,97.63,77.22,1.33,,2151,41997,,210,3243,2560,53737,1092,20295,,,,,854,17623,0.025,0.035,,,,,,,,,,,,,,,,
5/21/2021,TOT,28,444,417,1.854,1.826,77,68,,404,,,,100.51,114.51,,,11880,245739,,1194,28139,14461,312961,5280,102453,,,,,4239,148893,,,,,,,,,,,,,,,,,,
5/21/2021,V,10,439,391,1.893,2.000,74,63,1123,108,0.700,0.050,0.032,98.19,131.32,1.16,,6569,145738,,645,19138,8333,187494,2886,57034,,,,,2912,110295,0.022,0.036,,,,,,,,,,,,,,,,
5/22/2021,I,9,415,433,1.977,1.856,78,77,1169,156,0.700,0.060,0.030,97.69,99.29,1.60,,2948,60892,,288,6046,3479,75209,1224,26348,,,,,982,21957,0.025,0.034,,,,,,,,,,,,,,,,
5/22/2021,IV,4,715,488,0.651,1.348,74,75,928,88,0.820,0.060,0.035,63.63,76.93,1.24,,943,42935,,60,3303,1702,55439,674,20969,,,,,590,18213,0.024,0.035,,,,,,,,,,,,,,,,
5/22/2021,TOT,25,440,418,1.774,1.823,75,68,,364,,,,108.70,114.28,,,11371,257045,,1236,29375,14916,327877,5002,107455,,,,,4988,153881,,,,,,,,,,,,,,,,,,
5/22/2021,V,12,415,392,2.156,2.007,74,63,1143,120,0.900,0.060,0.029,118.72,130.70,1.44,,7480,153218,,888,20026,9735,197229,3104,60138,,,,,3416,113711,0.027,0.040,,,,,,,,,,,,,,,,
5/23/2021,I,11,430,433,1.867,1.857,77,77,1166,153,0.550,0.060,0.034,100.25,99.32,,,2783,63680,,279,6325,3365,78574,1196,27544,,,,,1022,22979,0.028,0.047,,,,,,,,,,,,,,,,
5/23/2021,IV,10,492,489,1.421,1.351,74,75,972,131,0.700,0.050,0.038,80.70,77.10,,,2057,44992,,166,3469,2621,58060,1012,21981,,,,,899,19112,0.025,0.038,,,,,,,,,,,,,,,,
5/23/2021,TOT,34,415,418,1.978,1.830,,,,407,,,,113.10,114.24,,,12679,269691,,1434,30809,,,5259,112714,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2021,V,13,389,392,2.259,2.018,74,64,1154,123,0.570,0.040,0.038,126.16,130.51,,,7839,161019,,989,21015,10023,207252,3051,63189,,,,,3586,117297,0.027,0.038,,,,,,,,,,,,,,,,
